"Time (s)","Pressure (hPa)"
1.659637449E1,1.000263916E3
1.669637452E1,1.000257568E3
1.679637452E1,1.000262939E3
1.689637456E1,1.000265137E3
1.699637456E1,1.000271240E3
1.709637462E1,1.000276611E3
1.719637459E1,1.000274170E3
1.729637459E1,1.000276367E3
1.739637455E1,1.000276611E3
1.749637455E1,1.000282227E3
1.759637452E1,1.000281982E3
1.769637452E1,1.000279297E3
1.779637452E1,1.000279785E3
1.789637452E1,1.000283203E3
1.799637455E1,1.000285645E3
1.809637455E1,1.000289307E3
1.819637459E1,1.000291992E3
1.829637462E1,1.000297607E3
1.839637462E1,1.000292236E3
1.849637462E1,1.000296631E3
1.859637458E1,1.000302246E3
1.869637455E1,1.000310547E3
1.879637452E1,1.000306152E3
1.889642750E1,1.000304688E3
1.899642746E1,1.000303223E3
1.909642746E1,1.000301025E3
1.919642750E1,1.000304199E3
1.929642750E1,1.000301758E3
1.939642753E1,1.000300781E3
1.949642753E1,1.000296387E3
1.959642756E1,1.000306885E3
1.969642753E1,1.000305176E3
1.979642753E1,1.000297363E3
1.989642750E1,1.000295410E3
1.999642750E1,1.000293945E3
2.009642746E1,1.000290771E3
2.019642746E1,1.000290771E3
2.029642746E1,1.000296143E3
2.039642746E1,1.000296387E3
2.049642750E1,1.000286377E3
2.059642753E1,1.000293457E3
2.069642756E1,1.000293213E3
2.079642759E1,1.000290039E3
2.089642759E1,1.000291016E3
2.099642756E1,1.000287109E3
2.109642756E1,1.000291748E3
2.119642753E1,1.000291748E3
2.129642749E1,1.000289551E3
2.139642749E1,1.000283447E3
2.149642746E1,1.000282471E3
2.159642746E1,1.000284424E3
2.169642749E1,1.000291992E3
2.179642749E1,1.000285889E3
2.189642752E1,1.000287598E3
2.199642752E1,1.000284912E3
2.209642756E1,1.000278320E3
2.219642752E1,1.000278076E3
2.229642752E1,1.000276123E3
2.239642749E1,1.000278809E3
2.249642749E1,1.000279297E3
2.259642746E1,1.000287598E3
2.269642746E1,1.000296875E3
2.279642746E1,1.000292236E3
2.289642746E1,1.000293701E3
2.299642749E1,1.000290527E3
2.309642752E1,1.000290283E3
2.319642755E1,1.000274902E3
2.329642759E1,1.000273926E3
2.339642759E1,1.000282227E3
2.349642759E1,1.000284424E3
2.359642755E1,1.000279053E3
2.369642752E1,1.000285645E3
2.379642749E1,1.000299316E3
2.389642748E1,1.000301758E3
2.399642748E1,1.000298340E3
2.409642749E1,1.000297607E3
2.419642752E1,1.000294189E3
2.429642752E1,1.000294189E3
2.439642755E1,1.000291504E3
2.449642755E1,1.000292480E3
2.459642758E1,1.000299561E3
2.469642755E1,1.000308594E3
2.479642755E1,1.000306641E3
2.489642752E1,1.000307373E3
2.499642752E1,1.000314209E3
2.509642748E1,1.000306641E3
2.519642748E1,1.000301025E3
2.529642748E1,1.000301025E3
2.539642748E1,1.000310059E3
2.549642752E1,1.000310791E3
2.559642755E1,1.000305420E3
2.569642758E1,1.000310791E3
2.579642761E1,1.000306152E3
2.589642761E1,1.000305908E3
2.599642761E1,1.000309570E3
2.609642758E1,1.000306641E3
2.619642755E1,1.000306152E3
2.629652815E1,1.000298828E3
2.639652815E1,1.000305664E3
2.649652811E1,1.000312012E3
2.659652811E1,1.000298340E3
2.669652815E1,1.000299805E3
2.679652815E1,1.000300293E3
2.689652818E1,1.000298828E3
2.699652818E1,1.000300293E3
2.709652821E1,1.000292969E3
2.719652818E1,1.000290527E3
2.729652818E1,1.000288086E3
2.739652814E1,1.000287354E3
2.749652815E1,1.000285645E3
2.759652811E1,1.000286621E3
2.769652811E1,1.000275879E3
2.779652811E1,1.000279053E3
2.789652811E1,1.000271484E3
2.799652814E1,1.000267334E3
2.809652818E1,1.000266846E3
2.819652821E1,1.000266113E3
2.829652824E1,1.000268799E3
2.839652824E1,1.000270752E3
2.849652821E1,1.000266113E3
2.859652818E1,1.000264160E3
2.869652814E1,1.000273926E3
2.879652811E1,1.000274414E3
2.889652811E1,1.000274658E3
2.899652807E1,1.000277344E3
2.909652807E1,1.000283936E3
2.919652811E1,1.000281738E3
2.929652811E1,1.000288818E3
2.939652814E1,1.000289795E3
2.949652814E1,1.000288330E3
2.959652817E1,1.000281494E3
2.969652814E1,1.000284180E3
2.979652814E1,1.000280029E3
2.989652810E1,1.000279053E3
2.999652810E1,1.000273193E3
3.009652807E1,1.000275146E3
3.019652807E1,1.000284180E3
3.029652807E1,1.000289062E3
3.039652807E1,1.000289062E3
3.049652810E1,1.000286133E3
3.059652814E1,1.000285645E3
3.069652817E1,1.000291992E3
3.079652820E1,1.000281250E3
3.089652820E1,1.000272949E3
3.099652817E1,1.000274658E3
3.109652813E1,1.000275146E3
3.119652810E1,1.000271729E3
3.129652807E1,1.000273193E3
3.139652807E1,1.000273682E3
3.149652807E1,1.000278076E3
3.159652807E1,1.000282227E3
3.169652810E1,1.000282471E3
3.179652810E1,1.000278076E3
3.189652813E1,1.000271484E3
3.199652813E1,1.000268066E3
3.209652816E1,1.000266357E3
3.219652813E1,1.000264404E3
3.229652813E1,1.000266846E3
3.239652810E1,1.000268799E3
3.249652810E1,1.000259521E3
3.259652806E1,1.000257080E3
3.269652806E1,1.000253662E3
3.279652806E1,1.000262451E3
3.289652806E1,1.000263428E3
3.299652810E1,1.000269043E3
3.309652813E1,1.000270752E3
3.319652816E1,1.000272461E3
3.329652820E1,1.000272461E3
3.339652820E1,1.000272949E3
3.349655653E1,1.000273193E3
3.359655649E1,1.000268066E3
3.369655646E1,1.000274170E3
3.379655642E1,1.000276611E3
3.389655642E1,1.000280762E3
3.399655642E1,1.000279785E3
3.409655642E1,1.000271240E3
3.419655646E1,1.000269531E3
3.429655646E1,1.000273682E3
3.439655649E1,1.000276367E3
3.449655649E1,1.000274902E3
3.459655652E1,1.000278076E3
3.469655649E1,1.000277588E3
3.479655649E1,1.000279297E3
3.489655646E1,1.000274170E3
3.499655646E1,1.000273926E3
3.509655642E1,1.000268311E3
3.519655642E1,1.000264893E3
3.529655642E1,1.000268311E3
3.539655642E1,1.000264893E3
3.549655646E1,1.000260742E3
3.559655649E1,1.000260742E3
3.569655652E1,1.000265869E3
3.579655655E1,1.000265137E3
3.589655655E1,1.000267090E3
3.599655652E1,1.000273926E3
3.609655649E1,1.000272217E3
3.619655645E1,1.000275391E3
3.629655642E1,1.000269043E3
3.639655642E1,1.000265869E3
3.649655638E1,1.000274414E3
3.659655638E1,1.000266113E3
3.669655642E1,1.000261719E3
3.679655642E1,1.000265381E3
3.689655645E1,1.000273926E3
3.699655645E1,1.000279541E3
3.709655648E1,1.000280518E3
3.719655645E1,1.000277832E3
3.729655645E1,1.000273682E3
3.739655642E1,1.000272461E3
3.749655642E1,1.000272949E3
3.759655638E1,1.000273682E3
3.769655638E1,1.000275635E3
3.779655638E1,1.000273926E3
3.789655638E1,1.000270996E3
3.799655641E1,1.000275146E3
3.809655645E1,1.000286621E3
3.819655648E1,1.000281494E3
3.829655651E1,1.000276367E3
3.839655651E1,1.000275879E3
3.849655648E1,1.000268555E3
3.859655645E1,1.000266602E3
3.869655641E1,1.000266113E3
3.879655638E1,1.000265381E3
3.889655638E1,1.000271484E3
3.899655638E1,1.000274414E3
3.909655634E1,1.000274414E3
3.919655638E1,1.000273926E3
3.929655638E1,1.000272949E3
3.939655641E1,1.000268555E3
3.949655641E1,1.000268311E3
3.959655644E1,1.000270020E3
3.969655641E1,1.000273926E3
3.979655641E1,1.000278564E3
3.989655637E1,1.000274414E3
3.999655637E1,1.000273926E3
4.009655634E1,1.000285400E3
4.019655634E1,1.000286133E3
4.029655631E1,1.000292725E3
4.039655631E1,1.000284668E3
4.049655634E1,1.000278809E3
4.059655637E1,1.000270996E3
4.069655640E1,1.000270996E3
4.079655644E1,1.000268066E3
4.089659583E1,1.000265137E3
4.099659583E1,1.000262207E3
4.109659576E1,1.000259277E3
4.119659573E1,1.000253418E3
4.129659569E1,1.000256104E3
4.139659569E1,1.000259277E3
4.149659569E1,1.000252441E3
4.159659569E1,1.000256104E3
4.169659573E1,1.000249512E3
4.179659573E1,1.000248047E3
4.189659576E1,1.000248779E3
4.199659576E1,1.000263916E3
4.209659579E1,1.000269531E3
4.219659576E1,1.000273193E3
4.229659576E1,1.000276123E3
4.239659572E1,1.000287598E3
4.249659572E1,1.000283936E3
4.259659569E1,1.000291260E3
4.269659569E1,1.000280029E3
4.279659569E1,1.000280273E3
4.289659569E1,1.000277832E3
4.299659572E1,1.000276367E3
4.309659576E1,1.000274902E3
4.319659579E1,1.000263428E3
4.329659586E1,1.000265869E3
4.339659586E1,1.000264160E3
4.349659582E1,1.000267090E3
4.359659579E1,1.000265381E3
4.369659575E1,1.000263184E3
4.379659572E1,1.000257324E3
4.389659572E1,1.000250244E3
4.399659568E1,1.000253174E3
4.409659569E1,1.000251953E3
4.419659572E1,1.000253418E3
4.429659572E1,1.000257080E3
4.439659575E1,1.000245361E3
4.449659575E1,1.000240723E3
4.459659578E1,1.000243164E3
4.469659575E1,1.000235596E3
4.479659575E1,1.000236084E3
4.489659572E1,1.000240234E3
4.499659572E1,1.000243408E3
4.509659568E1,1.000255859E3
4.519659568E1,1.000251709E3
4.529659568E1,1.000246826E3
4.539659568E1,1.000251465E3
4.549659572E1,1.000252441E3
4.559659575E1,1.000259521E3
4.569659578E1,1.000260498E3
4.579659581E1,1.000260498E3
4.589659581E1,1.000254883E3
4.599659581E1,1.000255371E3
4.609659578E1,1.000262939E3
4.619659575E1,1.000270996E3
4.629659571E1,1.000270020E3
4.639659571E1,1.000262695E3
4.649659571E1,1.000272705E3
4.659659571E1,1.000278076E3
4.669659574E1,1.000274414E3
4.679659575E1,1.000279053E3
4.689659578E1,1.000276367E3
4.699659578E1,1.000272217E3
4.709659581E1,1.000270752E3
4.719659578E1,1.000275391E3
4.729659578E1,1.000275391E3
4.739659574E1,1.000272949E3
4.749659574E1,1.000275391E3
4.759659571E1,1.000288574E3
4.769659571E1,1.000273438E3
4.779659571E1,1.000278564E3
4.789659571E1,1.000267822E3
4.799659574E1,1.000273438E3
4.809659578E1,1.000278076E3
4.819670779E1,1.000275879E3
4.829670782E1,1.000274170E3
4.839670782E1,1.000274902E3
4.849670779E1,1.000269287E3
4.859670775E1,1.000267334E3
4.869670772E1,1.000272705E3
4.879670768E1,1.000271729E3
4.889670768E1,1.000265381E3
4.899670765E1,1.000265381E3
4.909670765E1,1.000261719E3
4.919670768E1,1.000257812E3
4.929670768E1,1.000263672E3
4.939670772E1,1.000266602E3
4.949670772E1,1.000266113E3
4.959670775E1,1.000259033E3
4.969670771E1,1.000262207E3
4.979670771E1,1.000259766E3
4.989670768E1,1.000265625E3
4.999670768E1,1.000264404E3
5.009670768E1,1.000264648E3
5.019670768E1,1.000266846E3
5.029670768E1,1.000256104E3
5.039670768E1,1.000261963E3
5.049670771E1,1.000272217E3
5.059670775E1,1.000270020E3
5.069670778E1,1.000270020E3
5.079670781E1,1.000269775E3
5.089670781E1,1.000270020E3
5.099670778E1,1.000270020E3
5.109670778E1,1.000269775E3
5.119670774E1,1.000268799E3
5.129670771E1,1.000266846E3
5.139670771E1,1.000260986E3
5.149670771E1,1.000253906E3
5.159670771E1,1.000269287E3
5.169670774E1,1.000269775E3
5.179670774E1,1.000262451E3
5.189670778E1,1.000263916E3
5.199670778E1,1.000264160E3
5.209670781E1,1.000267822E3
5.219670778E1,1.000273438E3
5.229670778E1,1.000270752E3
5.239670774E1,1.000272461E3
5.249670774E1,1.000278076E3
5.259670771E1,1.000277588E3
5.269670771E1,1.000279053E3
5.279670771E1,1.000278076E3
5.289670771E1,1.000284668E3
5.299670774E1,1.000293213E3
5.309670774E1,1.000291504E3
5.319670777E1,1.000288818E3
5.329670781E1,1.000288330E3
5.339670781E1,1.000292969E3
5.349670777E1,1.000291260E3
5.359670774E1,1.000286133E3
5.369670770E1,1.000284668E3
5.379670767E1,1.000280518E3
5.389670767E1,1.000278320E3
5.399670767E1,1.000271973E3
5.409670767E1,1.000274414E3
5.419670770E1,1.000270508E3
5.429670770E1,1.000272705E3
5.439670774E1,1.000269531E3
5.449670774E1,1.000262451E3
5.459670777E1,1.000262451E3
5.469670774E1,1.000255371E3
5.479670774E1,1.000250488E3
5.489670770E1,1.000247314E3
5.499670770E1,1.000251953E3
5.509670767E1,1.000258301E3
5.519670767E1,1.000250732E3
5.529670767E1,1.000254639E3
5.539674924E1,1.000242188E3
5.549674928E1,1.000247314E3
5.559674931E1,1.000253906E3
5.569674934E1,1.000255615E3
5.579674937E1,1.000255859E3
5.589674937E1,1.000262939E3
5.599674934E1,1.000258301E3
5.609674934E1,1.000258301E3
5.619674931E1,1.000258057E3
5.629674927E1,1.000257324E3
5.639674927E1,1.000259521E3
5.649674927E1,1.000257568E3
5.659674927E1,1.000244873E3
5.669674931E1,1.000247314E3
5.679674931E1,1.000245117E3
5.689674934E1,1.000253662E3
5.699674934E1,1.000252686E3
5.709674937E1,1.000251221E3
5.719674934E1,1.000254639E3
5.729674934E1,1.000255371E3
5.739674930E1,1.000253174E3
5.749674930E1,1.000249512E3
5.759674927E1,1.000256104E3
5.769674927E1,1.000259033E3
5.779674927E1,1.000270020E3
5.789674927E1,1.000263672E3
5.799674930E1,1.000260986E3
5.809674934E1,1.000262207E3
5.819674937E1,1.000259277E3
5.829674940E1,1.000267334E3
5.839674940E1,1.000262695E3
5.849674940E1,1.000256348E3
5.859674937E1,1.000259277E3
5.869674933E1,1.000264160E3
5.879674930E1,1.000262939E3
5.889674930E1,1.000256592E3
5.899674930E1,1.000250244E3
5.909674930E1,1.000249268E3
5.919674933E1,1.000252441E3
5.929674933E1,1.000256592E3
5.939674937E1,1.000261719E3
5.949674937E1,1.000259277E3
5.959674940E1,1.000252197E3
5.969674936E1,1.000247559E3
5.979674936E1,1.000255859E3
5.989674933E1,1.000261475E3
5.999674933E1,1.000262451E3
6.009674930E1,1.000255127E3
6.019674930E1,1.000260010E3
6.029674930E1,1.000261963E3
6.039674930E1,1.000267822E3
6.049674933E1,1.000265625E3
6.059674936E1,1.000259521E3
6.069674940E1,1.000259033E3
6.079674943E1,1.000259033E3
6.089674943E1,1.000265381E3
6.099674939E1,1.000276123E3
6.109674936E1,1.000271240E3
6.119674933E1,1.000271973E3
6.129674929E1,1.000271973E3
6.139674929E1,1.000272461E3
6.149674926E1,1.000267578E3
6.159674926E1,1.000273438E3
6.169674929E1,1.000281006E3
6.179674929E1,1.000278564E3
6.189674932E1,1.000279297E3
6.199674932E1,1.000286133E3
6.209674949E1,1.000283203E3
6.219674946E1,1.000276367E3
6.229674946E1,1.000273438E3
6.239674942E1,1.000283203E3
6.249674952E1,1.000284912E3
6.259674949E1,1.000281738E3
6.269676008E1,1.000287109E3
6.279676008E1,1.000279785E3
6.289676008E1,1.000277344E3
6.299676012E1,1.000279297E3
6.309676032E1,1.000274658E3
6.319676035E1,1.000276123E3
6.329676038E1,1.000277344E3
6.339676038E1,1.000284180E3
6.349676035E1,1.000288574E3
6.359676031E1,1.000284424E3
6.369676028E1,1.000288818E3
6.379676025E1,1.000290283E3
6.389676025E1,1.000278809E3
6.399676025E1,1.000281738E3
6.409676025E1,1.000281494E3
6.419676028E1,1.000276611E3
6.429676028E1,1.000273438E3
6.439676031E1,1.000273438E3
6.449676031E1,1.000271484E3
6.459676034E1,1.000273438E3
6.469676031E1,1.000269531E3
6.479676031E1,1.000264160E3
6.489676028E1,1.000255859E3
6.499676028E1,1.000244629E3
6.509676011E1,1.000252441E3
6.519676011E1,1.000265869E3
6.529676011E1,1.000264404E3
6.539676011E1,1.000270020E3
6.549676004E1,1.000266113E3
6.559676008E1,1.000264893E3
6.569676011E1,1.000260254E3
6.579676014E1,1.000260010E3
6.589676014E1,1.000259766E3
6.599676014E1,1.000259277E3
6.609675994E1,1.000251465E3
6.619675991E1,1.000253418E3
6.629675987E1,1.000257080E3
6.639675987E1,1.000254639E3
6.649675987E1,1.000254639E3
6.659675987E1,1.000250977E3
6.669675991E1,1.000247314E3
6.679675991E1,1.000246826E3
6.689675994E1,1.000253418E3
6.699675994E1,1.000255859E3
6.709675997E1,1.000255615E3
6.719675994E1,1.000261230E3
6.729675994E1,1.000263672E3
6.739675991E1,1.000254639E3
6.749675990E1,1.000256348E3
6.759675987E1,1.000259277E3
6.769675987E1,1.000260498E3
6.779675987E1,1.000258057E3
6.789675987E1,1.000255371E3
6.799675990E1,1.000270264E3
6.809675994E1,1.000272217E3
6.819675997E1,1.000260010E3
6.829676000E1,1.000270752E3
6.839676000E1,1.000273682E3
6.849675997E1,1.000267822E3
6.859675994E1,1.000266602E3
6.869675990E1,1.000260010E3
6.879675987E1,1.000258301E3
6.889675987E1,1.000256104E3
6.899675983E1,1.000257812E3
6.909675983E1,1.000251221E3
6.919675987E1,1.000254639E3
6.929675987E1,1.000252686E3
6.939675990E1,1.000252441E3
6.949675990E1,1.000255127E3
6.959675993E1,1.000249023E3
6.969675990E1,1.000250000E3
6.979675990E1,1.000247314E3
6.989675986E1,1.000249512E3
6.999689412E1,1.000254883E3
7.009689408E1,1.000257812E3
7.019689408E1,1.000256592E3
7.029689408E1,1.000262695E3
7.039689408E1,1.000263672E3
7.049689412E1,1.000266357E3
7.059689415E1,1.000265625E3
7.069689418E1,1.000261475E3
7.079689422E1,1.000254883E3
7.089689422E1,1.000250732E3
7.099689418E1,1.000245117E3
7.109689415E1,1.000246826E3
7.119689411E1,1.000253418E3
7.129689408E1,1.000256592E3
7.139689408E1,1.000256104E3
7.149689408E1,1.000254639E3
7.159689408E1,1.000258789E3
7.169689411E1,1.000258789E3
7.179689411E1,1.000259521E3
7.189689414E1,1.000255859E3
7.199689414E1,1.000253418E3
7.209689415E1,1.000258057E3
7.219689411E1,1.000258789E3
7.229689411E1,1.000264648E3
7.239689408E1,1.000262207E3
7.249689408E1,1.000268799E3
7.259689404E1,1.000264893E3
7.269689404E1,1.000262939E3
7.279689404E1,1.000264404E3
7.289689404E1,1.000267334E3
7.299689408E1,1.000264160E3
7.309689411E1,1.000264160E3
7.319689414E1,1.000256592E3
7.329689418E1,1.000250732E3
7.339689418E1,1.000249512E3
7.349689418E1,1.000247070E3
7.359689414E1,1.000249756E3
7.369689411E1,1.000247314E3
7.379689407E1,1.000250244E3
7.389689407E1,1.000244873E3
7.399689407E1,1.000241455E3
7.409689407E1,1.000242920E3
7.419689411E1,1.000245117E3
7.429689411E1,1.000250488E3
7.439689414E1,1.000245850E3
7.449689414E1,1.000251709E3
7.459689417E1,1.000254395E3
7.469689414E1,1.000254639E3
7.479689414E1,1.000260742E3
7.489689410E1,1.000256104E3
7.499689410E1,1.000256104E3
7.509689410E1,1.000261230E3
7.519689410E1,1.000264404E3
7.529689410E1,1.000257812E3
7.539689410E1,1.000256104E3
7.549689414E1,1.000254639E3
7.559689417E1,1.000253662E3
7.569689420E1,1.000254395E3
7.579689424E1,1.000249756E3
7.589689424E1,1.000255127E3
7.599689420E1,1.000250000E3
7.609689417E1,1.000253418E3
7.619689410E1,1.000251709E3
7.629689407E1,1.000247070E3
7.639689407E1,1.000248535E3
7.649689403E1,1.000250244E3
7.659689403E1,1.000249512E3
7.669689407E1,1.000246338E3
7.679689407E1,1.000243408E3
7.689689410E1,1.000243408E3
7.699689410E1,1.000243408E3
7.709689413E1,1.000241211E3
7.719689410E1,1.000237549E3
7.729682761E1,1.000224365E3
7.739682758E1,1.000230469E3
7.749682758E1,1.000235352E3
7.759682754E1,1.000235596E3
7.769682754E1,1.000239502E3
7.779682754E1,1.000235840E3
7.789682754E1,1.000229980E3
7.799682758E1,1.000229980E3
7.809682761E1,1.000240234E3
7.819682764E1,1.000240479E3
7.829682767E1,1.000239502E3
7.839682767E1,1.000244629E3
7.849682767E1,1.000248291E3
7.859682764E1,1.000244629E3
7.869682761E1,1.000248291E3
7.879682757E1,1.000245605E3
7.889682757E1,1.000240723E3
7.899682757E1,1.000245117E3
7.909682757E1,1.000237061E3
7.919682764E1,1.000245117E3
7.929682764E1,1.000239014E3
7.939682767E1,1.000243408E3
7.949682767E1,1.000239990E3
7.959682770E1,1.000234619E3
7.969682767E1,1.000229492E3
7.979682767E1,1.000226074E3
7.989682764E1,1.000227539E3
7.999682764E1,1.000230957E3
8.009682760E1,1.000239258E3
8.019682760E1,1.000243896E3
8.029682760E1,1.000237061E3
8.039682760E1,1.000238037E3
8.049682764E1,1.000241455E3
8.059682767E1,1.000248535E3
8.069682770E1,1.000246094E3
8.079682773E1,1.000250977E3
8.089682773E1,1.000246094E3
8.099682770E1,1.000250732E3
8.109682767E1,1.000247314E3
8.119682763E1,1.000255127E3
8.129682760E1,1.000254150E3
8.139682760E1,1.000248535E3
8.149682756E1,1.000251221E3
8.159682756E1,1.000241943E3
8.169682760E1,1.000244873E3
8.179682760E1,1.000245117E3
8.189682763E1,1.000251953E3
8.199682763E1,1.000243652E3
8.209682766E1,1.000243652E3
8.219682763E1,1.000244873E3
8.229682763E1,1.000249268E3
8.239682760E1,1.000244873E3
8.249682760E1,1.000242188E3
8.259682756E1,1.000241455E3
8.269682756E1,1.000246582E3
8.279682756E1,1.000255615E3
8.289682756E1,1.000257568E3
8.299682759E1,1.000250977E3
8.309682763E1,1.000249512E3
8.319682766E1,1.000248291E3
8.329682769E1,1.000244873E3
8.339682769E1,1.000243164E3
8.349682766E1,1.000251465E3
8.359682762E1,1.000245361E3
8.369682759E1,1.000246826E3
8.379682756E1,1.000247803E3
8.389682756E1,1.000241943E3
8.399682756E1,1.000241455E3
8.409682756E1,1.000238525E3
8.419682759E1,1.000241211E3
8.429682759E1,1.000246582E3
8.439682762E1,1.000250977E3
8.449682762E1,1.000243652E3
8.459691676E1,1.000235840E3
8.469691673E1,1.000251709E3
8.479691673E1,1.000254395E3
8.489691669E1,1.000248291E3
8.499691669E1,1.000250977E3
8.509691666E1,1.000253662E3
8.519691666E1,1.000253174E3
8.529691666E1,1.000255859E3
8.539691666E1,1.000253662E3
8.549691669E1,1.000255127E3
8.559691672E1,1.000251221E3
8.569691676E1,1.000249756E3
8.579691679E1,1.000250732E3
8.589691679E1,1.000245605E3
8.599691679E1,1.000242676E3
8.609691676E1,1.000244629E3
8.619691672E1,1.000239014E3
8.629691669E1,1.000242676E3
8.639691669E1,1.000240967E3
8.649691669E1,1.000240479E3
8.659691669E1,1.000239014E3
8.669691672E1,1.000246582E3
8.679691672E1,1.000247803E3
8.689691675E1,1.000244385E3
8.699691675E1,1.000243164E3
8.709691679E1,1.000244141E3
8.719691675E1,1.000244385E3
8.729691675E1,1.000244385E3
