timestamp,timestamp,id,activity,phone,watch,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),label_walking,label_jogging,label_dribbling,label_playing_catch,label_kicking,label_stairs,label_sitting,label_drinking_from_cup,label_eating_soup,label_standing,label_clapping,label_eating_chips,label_brushing_teeth,label_eating_pasta,label_eating_sandwich,label_writing,label_typing,label_folding
1970-01-03 01:14:31.750,1970-01-03 01:14:31.750,1621.0,walking,0.0,1.0,3.3414975119999992,-7.166773359999999,-2.5646688600000003,-1.2939960199999998,0.8789134539999999,0.3658019552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:32.000,1970-01-03 01:14:32.000,1621.0,walking,0.0,1.0,6.0541281,-8.796746,-5.2227115400000015,0.27066265112,-0.23279330199999998,-0.17641764633919998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:32.250,1970-01-03 01:14:32.250,1621.0,walking,0.0,1.0,5.016002200000001,-7.0887223000000015,-1.2354080399999998,2.359646154,-0.6644384329999999,-0.890144798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:32.500,1970-01-03 01:14:32.500,1621.0,walking,0.0,1.0,7.74347682,-7.408587940000001,0.44627920600000004,-3.37573752,0.4063653594,1.0918861679999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:32.750,1970-01-03 01:14:32.750,1621.0,walking,0.0,1.0,4.89198256,-5.66752436,-4.72567542,0.12152561400000005,1.67083424,-0.101209962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:33.000,1970-01-03 01:14:33.000,1621.0,walking,0.0,1.0,6.656988059999999,-8.21303984,-4.05194694,0.989290034,-0.53000208,-0.110158198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:33.250,1970-01-03 01:14:33.250,1621.0,walking,0.0,1.0,6.08429494,-5.16378428,-1.7841591400000003,0.6221999100000001,-0.569629914,-1.028203092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:33.500,1970-01-03 01:14:33.500,1621.0,walking,0.0,1.0,8.73754912,-9.35459492,-2.6858154999999995,-0.48354504,0.6594730120000001,1.19479073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:33.750,1970-01-03 01:14:33.750,1621.0,walking,0.0,1.0,3.50526092,-10.507163400000001,0.25953147000000004,1.36596674,0.2704389468,4.356282780000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:34.000,1970-01-03 01:14:34.000,1621.0,walking,0.0,1.0,-6.7519779999999985,-3.96716224,-0.29113493,0.3284031370000001,-0.972731576,4.31665482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:34.250,1970-01-03 01:14:34.250,1621.0,walking,0.0,1.0,-5.91927462,-0.12159554839999998,4.05434114,-2.0047331,-0.6866119354000001,1.79730428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:34.500,1970-01-03 01:14:34.500,1621.0,walking,0.0,1.0,-8.58162692,-0.345692792,6.58357582,0.2932537606,0.150901635,-0.27378281800000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:34.750,1970-01-03 01:14:34.750,1621.0,walking,0.0,1.0,-7.5703162000000015,0.623480058,3.50846316,3.2110068600000004,-0.0020596980000000147,-1.2768358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:35.000,1970-01-03 01:14:35.000,1621.0,walking,0.0,1.0,-10.534337599999999,1.5825972,2.906082,-0.7922569,0.031602665999999995,-0.6994624859999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:35.250,1970-01-03 01:14:35.250,1621.0,walking,0.0,1.0,-4.971649640000001,-3.913053234,3.0923509000000005,-1.3530166039999998,-0.9808167,-1.84717836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:35.500,1970-01-03 01:14:35.500,1621.0,walking,0.0,1.0,2.20089988,-8.025334099999998,5.65414676,-0.677851966,-2.30217068,-3.41013436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:35.750,1970-01-03 01:14:35.750,1621.0,walking,0.0,1.0,3.358256946,-10.515783,3.551079912,-2.351805962,0.6183540380000001,-1.1406950128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:36.000,1970-01-03 01:14:36.000,1621.0,walking,0.0,1.0,6.700083640000001,-8.7287505,0.7240066,-0.1863358,0.09402982500000004,-0.196018506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:36.250,1970-01-03 01:14:36.250,1621.0,walking,0.0,1.0,5.70361682,-6.55720972,0.13215995999999994,-0.187184808,-0.5636700300000002,-0.74825159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:36.500,1970-01-03 01:14:36.500,1621.0,walking,0.0,1.0,9.3231712,-6.494960539999999,-0.5415683600000001,0.7758163679999999,-0.113492996,0.170645506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:36.750,1970-01-03 01:14:36.750,1621.0,walking,0.0,1.0,5.1859905400000015,-6.82152952,1.875138772,-0.46329984799999996,0.6307018,0.3574928828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:37.000,1970-01-03 01:14:37.000,1621.0,walking,0.0,1.0,6.16857102,-9.5782132,0.7800309239999998,0.18011891200000002,0.6394385679999999,0.5941946619999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:37.250,1970-01-03 01:14:37.250,1621.0,walking,0.0,1.0,3.2792483000000003,-7.8467265400000015,1.373792928,0.040569904000000025,-0.22555723600000005,1.10530854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:37.500,1970-01-03 01:14:37.500,1621.0,walking,0.0,1.0,2.38621106,-10.619212199999998,1.237802284,-0.35336230399999996,0.2717039480000001,0.6583235404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:37.750,1970-01-03 01:14:37.750,1621.0,walking,0.0,1.0,-1.754321478,-7.82613666,1.121444046,0.14859027779999998,0.2261106248,0.726500486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:38.000,1970-01-03 01:14:38.000,1621.0,walking,0.0,1.0,-1.34491284,-9.956497459999998,3.62721553,2.58505986,-2.05610656,1.6803383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:38.250,1970-01-03 01:14:38.250,1621.0,walking,0.0,1.0,-1.06407304,-4.1184759,7.677007700000001,0.09717031833333334,-0.620627245,0.9127442116666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:38.500,1970-01-03 01:14:38.500,1621.0,walking,0.0,1.0,-0.97333278,-5.18916296,9.55478006,0.027150925999999985,0.32432668,-0.54329471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:38.750,1970-01-03 01:14:38.750,1621.0,walking,0.0,1.0,-2.49173544,-2.79208804,7.67245882,0.9767276232,0.340305643,-0.9414905720000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:39.000,1970-01-03 01:14:39.000,1621.0,walking,0.0,1.0,-2.99020831,-5.4726363000000005,9.2784891,-0.95588,-0.16739084699999998,0.37176743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:39.250,1970-01-03 01:14:39.250,1621.0,walking,0.0,1.0,-1.0073304440000002,-4.61168136,7.1610575,-0.45286337,-0.8031385467999999,0.8890598059999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:39.500,1970-01-03 01:14:39.500,1621.0,walking,0.0,1.0,-0.189949968,-5.818359,9.4408162,-0.038258281400000003,0.33349141400000004,-0.431655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:39.750,1970-01-03 01:14:39.750,1621.0,walking,0.0,1.0,-2.474018394,-5.70583154,6.4806252,-0.210189196,0.6730929459999999,-0.7710482414000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:40.000,1970-01-03 01:14:40.000,1621.0,walking,0.0,1.0,-2.68039858,-7.34059262,7.45362866,0.273440858,-0.725812328,0.455923316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:40.250,1970-01-03 01:14:40.250,1621.0,walking,0.0,1.0,-0.7707833000000001,-7.7825622600000015,3.417004598,-2.884855154,0.3358301920000001,0.4944859270000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:40.500,1970-01-03 01:14:40.500,1621.0,walking,0.0,1.0,-2.71391741,-8.86234716,3.01765174,2.03687854,-0.304604896,0.2217781974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:40.750,1970-01-03 01:14:40.750,1621.0,walking,0.0,1.0,-1.83428768,-6.9833778,6.12053718,-0.1878242344,0.5989598340000001,-0.874591942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:41.000,1970-01-03 01:14:41.000,1621.0,walking,0.0,1.0,-2.66076616,-7.1088338800000015,5.969223680000002,0.3158327868,-0.5131762360000001,0.22710452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:41.250,1970-01-03 01:14:41.250,1621.0,walking,0.0,1.0,-0.3173215048000001,-7.0695688200000015,6.892427700000002,0.15860453600000005,-0.3474290640000001,0.05495779214000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:41.500,1970-01-03 01:14:41.500,1621.0,walking,0.0,1.0,0.32719760600000003,-7.36644974,5.895003400000001,-0.5112337339999999,0.6085392260000001,-0.536690066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:41.750,1970-01-03 01:14:41.750,1621.0,walking,0.0,1.0,-2.73881712,-8.81637844,5.634035400000001,-0.1066554412,-0.008232894000000001,0.373684914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:42.000,1970-01-03 01:14:42.000,1621.0,walking,0.0,1.0,-1.5967828519999998,-6.43031692,5.394615420000001,-0.02931954719999997,-0.17078825000000006,0.1414572586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:42.250,1970-01-03 01:14:42.250,1621.0,walking,0.0,1.0,-2.1522377,-9.0452642,4.8477795,-0.8314623720000001,-0.45351184,0.225826203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:42.500,1970-01-03 01:14:42.500,1621.0,walking,0.0,1.0,0.192164632,-8.03969938,5.2313306599999985,0.4698654787999999,-0.21574641600000002,-0.09268786400000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:42.750,1970-01-03 01:14:42.750,1621.0,walking,0.0,1.0,-2.3021146800000003,-9.2889938,4.79079758,-0.9049641180000002,0.1696652002,-0.35069490740000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:43.000,1970-01-03 01:14:43.000,1621.0,walking,0.0,1.0,-0.4552275440000001,-7.47658308,5.43962636,1.061088822,-0.82912832,0.6001601080000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:43.250,1970-01-03 01:14:43.250,1621.0,walking,0.0,1.0,-0.6280889000000001,-8.415110299999998,6.51797476,-0.010353305999999974,-0.4582045146000001,0.3114734632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:43.500,1970-01-03 01:14:43.500,1621.0,walking,0.0,1.0,-0.07933786139999999,-7.44545866,5.94815472,0.3524789564,0.65179589,-0.2837963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:43.750,1970-01-03 01:14:43.750,1621.0,walking,0.0,1.0,-1.50963395,-6.07453878,6.632896239999999,0.2463786060000001,0.34137783399999994,-0.370082722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:44.000,1970-01-03 01:14:44.000,1621.0,walking,0.0,1.0,-2.10483256,-8.198674700000002,4.57100996,-1.3272331999999998,-0.463104532,-0.13551149119999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:44.250,1970-01-03 01:14:44.250,1621.0,walking,0.0,1.0,-0.894324108,-9.0720791,6.3805475,0.863163522,-0.6009497500000001,0.37219353520000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:44.500,1970-01-03 01:14:44.500,1621.0,walking,0.0,1.0,-0.381007284,-5.872946499999999,7.64372814,2.80471872,-0.1345844432,0.17916762460000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:44.750,1970-01-03 01:14:44.750,1621.0,walking,0.0,1.0,-0.8713398000000001,0.4319439133999999,9.05534936,0.8248193629999999,0.296845782,-0.310854024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:45.000,1970-01-03 01:14:45.000,1621.0,walking,0.0,1.0,0.751929,0.03259106399999991,5.36780028,-3.28539652,0.347338524,-3.3072297400000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:45.500,1970-01-03 01:14:45.500,1621.0,walking,0.0,1.0,10.337354799999998,-4.93202562,-0.4118026840000001,-2.0251910000000004,0.8120111299999999,-1.532499268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:45.750,1970-01-03 01:14:45.750,1621.0,walking,0.0,1.0,8.2012482,-4.7701775,1.6773777199999995,-0.220424238,-0.00525255280000001,-0.574187374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:46.000,1970-01-03 01:14:46.000,1621.0,walking,0.0,1.0,12.1890306,-4.42158184,-0.04405332599999999,0.908542992,-0.7049182340000001,2.40684862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:46.250,1970-01-03 01:14:46.250,1621.0,walking,0.0,1.0,9.5803083,-2.22705652,1.1042057859999999,1.0809028,-0.13819753799999995,1.623240054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:46.500,1970-01-03 01:14:46.500,1621.0,walking,0.0,1.0,9.7876461,-3.2172983000000004,2.54168456,-0.78906239,0.480934132,-2.63930902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:46.750,1970-01-03 01:14:46.750,1621.0,walking,0.0,1.0,8.740901,-5.081902620000001,0.33614591094,-1.327873948,0.98523162,-1.61111576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:47.000,1970-01-03 01:14:47.000,1621.0,walking,0.0,1.0,11.568453600000002,-5.059397259999999,0.30119057600000004,1.40538156,-1.19131664,2.081729936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:47.250,1970-01-03 01:14:47.250,1621.0,walking,0.0,1.0,10.486753000000002,-1.192282558,1.70371396,1.1060373260000005,-0.18527239,2.48099078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:47.500,1970-01-03 01:14:47.500,1621.0,walking,0.0,1.0,10.92776512,-3.27523794,2.63074884,-0.626723012,0.6473404119999999,-3.411413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:47.750,1970-01-03 01:14:47.750,1621.0,walking,0.0,1.0,8.840021340000002,-4.72133584,0.31028855600000005,-2.10041214,0.96777595,-1.49564139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:48.000,1970-01-03 01:14:48.000,1621.0,walking,0.0,1.0,11.5368498,-5.47119998,-0.283952344,1.6352556999999996,-1.6161267920000004,1.980955634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:48.250,1970-01-03 01:14:48.250,1621.0,walking,0.0,1.0,10.3785356,-1.65579998,2.04752134,1.445854454,-0.3316357200000001,2.62394914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:48.500,1970-01-03 01:14:48.500,1621.0,walking,0.0,1.0,10.4019984,-3.3647811199999986,2.2629994800000004,-1.4495301,0.9517876540000001,-2.8576885119999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:48.750,1970-01-03 01:14:48.750,1621.0,walking,0.0,1.0,9.21447432,-5.1546863,-0.250912362,-1.74567455,1.49976128,-1.7683491000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:49.000,1970-01-03 01:14:49.000,1621.0,walking,0.0,1.0,11.20357688,-5.9667996400000005,-0.516668726,1.17357253,-1.3971124494999998,1.624092046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:49.250,1970-01-03 01:14:49.250,1621.0,walking,0.0,1.0,10.0256298,-2.30223448,1.42455002,1.502526202,-0.946505556,2.6603812600000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:49.500,1970-01-03 01:14:49.500,1621.0,walking,0.0,1.0,10.24781146,-2.72505048,3.30256182,-0.6970281000000002,0.66011962,-2.47589774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:49.750,1970-01-03 01:14:49.750,1621.0,walking,0.0,1.0,9.0301208,-4.15438886,0.12354081200000006,-2.0546010600000004,1.36937266,-1.60387226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:50.000,1970-01-03 01:14:50.000,1621.0,walking,0.0,1.0,10.5844364,-6.4489917000000005,-0.5200206100000001,0.29025961999999994,-0.9767667679999998,0.760162562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:50.250,1970-01-03 01:14:50.250,1621.0,walking,0.0,1.0,9.4356984,-2.5775676600000006,1.1027693079999998,2.50537064,-1.342365807,2.1748337600000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:50.500,1970-01-03 01:14:50.500,1621.0,walking,0.0,1.0,10.000250999999999,-2.80693214,3.17710568,-0.654203176,0.3759049092,-1.2389126440000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:50.750,1970-01-03 01:14:50.750,1621.0,walking,0.0,1.0,9.32939596,-3.6305375,1.0395623976000001,-2.0886879,1.096662296,-1.903850712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:51.000,1970-01-03 01:14:51.000,1621.0,walking,0.0,1.0,10.3713526,-6.487777879999999,-0.6751648659999999,-0.1605596160000001,-0.46671924,0.3826328399999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:51.250,1970-01-03 01:14:51.250,1621.0,walking,0.0,1.0,9.3179038,-2.78490546,1.14347070268,2.5279542,-1.407773046,2.36104192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:51.500,1970-01-03 01:14:51.500,1621.0,walking,0.0,1.0,9.9552403,-2.16624374,3.53910888,-0.413880746,0.3045343212,-1.1421866399999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:51.750,1970-01-03 01:14:51.750,1621.0,walking,0.0,1.0,9.139775300000002,-3.51226402,1.45711118,-1.1122711249,0.6782344100000001,-2.159940272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:52.000,1970-01-03 01:14:52.000,1621.0,walking,0.0,1.0,10.7247367,-6.05921574,-0.013407523999999994,-0.49505688,-0.6735861320000001,0.598455428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:52.250,1970-01-03 01:14:52.250,1621.0,walking,0.0,1.0,9.2355434,-2.65705508,0.6229712719999999,2.6619583600000003,-1.2903702680000002,2.2617593200000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:52.500,1970-01-03 01:14:52.500,1621.0,walking,0.0,1.0,10.3330454,-2.42529637,2.1921311,-0.47865419,0.2382842106,-0.837307942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:52.750,1970-01-03 01:14:52.750,1621.0,walking,0.0,1.0,8.992771300000003,-2.71020644,2.0384233400000005,-0.5197685200000001,0.3671726836000001,-2.09772881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:53.000,1970-01-03 01:14:53.000,1621.0,walking,0.0,1.0,9.910708,-5.302169279999998,0.9500192340000002,-0.9241416800000002,-0.263892098,0.200259596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970-01-03 01:14:53.250,1970-01-03 01:14:53.250,1621.0,walking,0.0,1.0,8.740901220000001,-3.65064888,1.06398324,2.05092388,-1.20600316,1.85631968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
